id,username,email,password,role,points,rank,gender,age,height_cm,weight_kg,bmi,country,occupation,createdAt
678,Bùi Thị Vân,bùivan678@gmail.com,user123,user,1019,bronze,Nữ,22,162,49.4,18.8,Đức,Lập trình viên,2025-09-11T20:41:06
679,Nguyễn Hữu Tuấn,nguyễntuan679@hotmail.com,user123,user,426,iron,Nam,43,177,75.4,24.1,Đức,Nhà báo,2026-05-26T20:41:06
680,Đặng Quốc Giang,danggiang680@hotmail.com,user123,user,239,iron,Nam,34,165,52.7,19.4,Trung Quốc,Giáo viên,2025-09-15T20:41:06
681,Phạm Thanh Nhân,phamnhan681@yahoo.com,user123,user,4028,platinum,Nam,28,179,61.4,19.2,Việt Nam,Sinh viên,2025-10-18T20:41:06
682,Đặng Công Nhân,dangnhan682@outlook.com,user123,user,890,bronze,Nam,38,179,67.7,21.1,Hàn Quốc,Luật sư,2026-01-28T20:41:06
683,Lê Kim Linh,lelinh683@outlook.com,user123,user,2332,gold,Nữ,23,169,54.6,19.1,Singapore,Marketing,2025-12-04T20:41:06
684,Bùi Phương Yến,bùiyen684@gmail.com,user123,user,1350,bronze,Nữ,18,162,49.5,18.9,Trung Quốc,Doanh nhân,2025-06-21T20:41:06
685,Trần Công Nghĩa,trannghĩa685@yahoo.com,user123,user,9440,diamond,Nam,18,166,51.6,18.7,Úc,Quản lý dự án,2026-03-17T20:41:06
686,Võ Văn Lâm,võlam686@outlook.com,user123,user,959,bronze,Nam,22,180,73.5,22.7,Singapore,Bác sĩ,2025-10-13T20:41:06
687,Hồ Mỹ Nhung,honhung687@hotmail.com,user123,user,2656,gold,Nữ,28,167,62.9,22.6,Đức,Marketing,2025-10-08T20:41:06
688,Ngô Thanh Hương,ngohuong688@gmail.com,user123,user,1813,gold,Nữ,22,159,46.2,18.3,Úc,Nhà báo,2026-05-02T20:41:06
689,Phan Mỹ Anh,phananh689@outlook.com,user123,user,3485,gold,Nữ,35,162,54.5,20.8,Việt Nam,Giáo viên,2025-07-01T20:41:06
690,Vũ Thị Ngân,vũngan690@gmail.com,user123,user,6030,platinum,Nữ,35,152,50.5,21.9,Pháp,Lập trình viên,2025-07-06T20:41:06
691,Vũ Phương Thủy,vũthủy691@hotmail.com,user123,user,2547,gold,Nữ,32,153,51.8,22.1,Thái Lan,Marketing,2026-03-25T20:41:06
692,Lê Đức Sơn,leson692@gmail.com,user123,user,196,iron,Nam,21,171,63.8,21.8,Đức,Thiết kế đồ họa,2025-07-30T20:41:06
693,Lý Thanh Hằng,lyhang693@hotmail.com,user123,user,2953,gold,Nữ,28,165,63.0,23.1,Việt Nam,Thiết kế đồ họa,2026-05-03T20:41:06
694,Trần Minh Hùng,tranhùng694@gmail.com,user123,user,696,bronze,Nam,23,163,55.9,21.0,Hàn Quốc,Bác sĩ,2025-06-02T20:41:06
695,Nguyễn Thu Tuyết,nguyễntuyet695@yahoo.com,user123,user,1450,bronze,Nữ,28,161,47.7,18.4,Việt Nam,Marketing,2025-07-02T20:41:06
696,Dương Phương Hoa,duonghoa696@yahoo.com,user123,user,2599,gold,Nữ,42,162,49.4,18.8,Singapore,Quản lý dự án,2026-01-28T20:41:06
697,Ngô Mỹ Hoa,ngohoa697@outlook.com,user123,user,706,bronze,Nữ,35,165,54.0,19.8,Singapore,Kế toán,2025-05-31T20:41:06
698,Huỳnh Kim Vân,huynhvan698@hotmail.com,user123,user,921,bronze,Nữ,33,168,52.5,18.6,Thái Lan,Bác sĩ,2025-09-22T20:41:06
699,Phạm Hữu Thắng,phamthang699@hotmail.com,user123,user,1228,bronze,Nam,40,180,79.0,24.4,Việt Nam,Nhà báo,2026-03-20T20:41:06
700,Nguyễn Kim Nhung,nguyễnnhung700@gmail.com,user123,user,6083,platinum,Nữ,27,167,64.7,23.2,Singapore,Kế toán,2025-11-28T20:41:06
701,Võ Thanh Tùng,võtùng701@outlook.com,user123,user,4497,platinum,Nam,42,170,69.3,24.0,Mỹ,Kiến trúc sư,2026-04-29T20:41:06
702,Võ Kim Trang,võtrang702@hotmail.com,user123,user,462,iron,Nữ,23,156,49.0,20.1,Singapore,Sinh viên,2025-10-30T20:41:06
703,Huỳnh Công Hiếu,huynhhieu703@gmail.com,user123,user,901,bronze,Nam,22,176,76.6,24.7,Trung Quốc,Giáo viên,2026-05-20T20:41:06
704,Phạm Văn Minh,phamminh704@outlook.com,user123,user,15174,master,Nam,23,168,56.0,19.8,Úc,Nhà báo,2026-03-21T20:41:06
705,Dương Thanh Yến,duongyen705@hotmail.com,user123,user,163,iron,Nữ,37,166,52.2,18.9,Việt Nam,Sinh viên,2025-11-09T20:41:06
706,Lê Hoàng Cường,lecuong706@yahoo.com,user123,user,674,bronze,Nam,33,165,51.6,19.0,Thái Lan,Luật sư,2025-11-27T20:41:06
707,Vũ Mỹ Uyên,vũuyen707@hotmail.com,user123,user,59,iron,Nữ,28,167,57.7,20.7,Việt Nam,Freelancer,2026-04-17T20:41:06
708,Phan Thu Hà,phanha708@outlook.com,user123,user,1126,bronze,Nữ,40,157,48.1,19.5,Mỹ,Kỹ sư phần mềm,2025-05-30T20:41:06
709,Nguyễn Công Phong,nguyễnphong709@gmail.com,user123,user,762,bronze,Nam,26,168,55.8,19.8,Việt Nam,Bác sĩ,2026-03-13T20:41:06
710,Đỗ Thanh Mai,dỗmai710@hotmail.com,user123,user,1501,gold,Nữ,36,157,51.9,21.1,Thái Lan,Lập trình viên,2026-01-01T20:41:06
711,Huỳnh Ngọc Quỳnh,huynhquynh711@yahoo.com,user123,user,5734,platinum,Nữ,21,164,61.2,22.8,Úc,Y tá,2025-12-09T20:41:06
712,Đặng Công Phong,dangphong712@outlook.com,user123,user,5178,platinum,Nam,23,181,78.6,24.0,Úc,Kỹ sư phần mềm,2025-11-23T20:41:06
713,Bùi Công Hùng,bùihùng713@outlook.com,user123,user,871,bronze,Nam,24,174,63.2,20.9,Úc,Bác sĩ,2025-06-13T20:41:06
714,Lê Hoàng Phúc,lephúc714@yahoo.com,user123,user,1253,bronze,Nam,20,173,64.3,21.5,Thái Lan,Thiết kế đồ họa,2025-06-14T20:41:06
715,Vũ Phương Trinh,vũtrinh715@gmail.com,user123,user,3759,gold,Nữ,37,152,44.6,19.3,Pháp,Luật sư,2026-04-20T20:41:06
716,Hồ Công Trung,hotrung716@hotmail.com,user123,user,3663,gold,Nam,28,175,67.3,22.0,Nhật Bản,Luật sư,2026-04-06T20:41:06
717,Phan Bích Vân,phanvan717@gmail.com,user123,user,1567,gold,Nữ,40,152,48.2,20.9,Việt Nam,Giáo viên,2026-04-19T20:41:06
718,Lý Thanh Trang,lytrang718@yahoo.com,user123,user,1264,bronze,Nữ,32,159,53.8,21.3,Canada,Bác sĩ,2025-12-05T20:41:06
719,Hoàng Minh Đức,hoangduc719@hotmail.com,user123,user,467,iron,Nam,28,174,61.2,20.2,Mỹ,Y tá,2026-03-06T20:41:06
720,Vũ Minh Đức,vũduc720@yahoo.com,user123,user,6,iron,Nam,28,180,64.3,19.8,Việt Nam,Lập trình viên,2026-03-07T20:41:06
721,Võ Thanh Nam,võnam721@gmail.com,user123,user,326,iron,Nam,20,181,81.7,24.9,Việt Nam,Doanh nhân,2025-07-05T20:41:06
722,Vũ Ngọc Hiền,vũhien722@yahoo.com,user123,user,6146,platinum,Nữ,45,167,63.6,22.8,Nhật Bản,Giáo viên,2025-09-02T20:41:06
723,Phan Phương Yến,phanyen723@gmail.com,user123,user,747,bronze,Nữ,22,169,58.4,20.4,Mỹ,Kiến trúc sư,2025-06-20T20:41:06
724,Vũ Thị Chi,vũchi724@hotmail.com,user123,user,1469,bronze,Nữ,37,153,46.2,19.7,Việt Nam,Marketing,2026-03-12T20:41:06
725,Lê Phương My,lemy725@gmail.com,user123,user,1227,bronze,Nữ,31,156,54.1,22.2,Mỹ,Kỹ sư phần mềm,2025-09-10T20:41:06
726,Huỳnh Phương Dung,huynhdung726@hotmail.com,user123,user,1121,bronze,Nữ,41,164,48.0,17.8,Việt Nam,Quản lý dự án,2025-08-16T20:41:06
727,Ngô Kim My,ngomy727@gmail.com,user123,user,438,iron,Nữ,44,166,63.5,23.0,Việt Nam,Bác sĩ,2026-01-20T20:41:06
728,Bùi Hữu Long,bùilong728@yahoo.com,user123,user,1119,bronze,Nam,23,166,63.4,23.0,Canada,Freelancer,2025-10-22T20:41:06
729,Huỳnh Phương Hằng,huynhhang729@yahoo.com,user123,user,7680,platinum,Nữ,29,157,44.6,18.1,Việt Nam,Luật sư,2025-06-22T20:41:06
730,Trần Thanh Chi,tranchi730@yahoo.com,user123,user,12323,diamond,Nữ,37,164,62.5,23.2,Mỹ,Y tá,2025-09-06T20:41:06
731,Đặng Hữu Liêm,dangliem731@yahoo.com,user123,user,3132,gold,Nam,27,162,60.1,22.9,Mỹ,Kỹ sư phần mềm,2025-10-07T20:41:06
732,Phạm Mỹ Yến,phamyen732@yahoo.com,user123,user,948,bronze,Nữ,29,163,50.4,19.0,Thái Lan,Nhà báo,2026-03-20T20:41:06
733,Phan Ngọc Thảo,phanthao733@gmail.com,user123,user,1183,bronze,Nữ,38,164,58.9,21.9,Đức,Y tá,2025-09-10T20:41:06
734,Huỳnh Minh Khoa,huynhkhoa734@hotmail.com,user123,user,166,iron,Nam,30,163,53.3,20.1,Việt Nam,Nhân viên văn phòng,2026-03-21T20:41:06
735,Đặng Thị Mai,dangmai735@gmail.com,user123,user,552,bronze,Nữ,40,152,44.9,19.4,Pháp,Nhân viên văn phòng,2025-09-03T20:41:06
736,Nguyễn Văn Khoa,nguyễnkhoa736@yahoo.com,user123,user,3586,gold,Nam,29,179,71.0,22.2,Việt Nam,Y tá,2026-02-22T20:41:06
737,Lê Hoàng Nghĩa,lenghĩa737@gmail.com,user123,user,470,iron,Nam,41,176,65.3,21.1,Việt Nam,Nhà báo,2025-12-04T20:41:06
738,Vũ Kim Hằng,vũhang738@outlook.com,user123,user,3073,gold,Nữ,29,155,51.7,21.5,Việt Nam,Quản lý dự án,2025-10-30T20:41:06
739,Hồ Hoàng Dũng,hodũng739@hotmail.com,user123,user,186,iron,Nam,20,171,64.8,22.2,Úc,Thiết kế đồ họa,2026-03-26T20:41:06
740,Võ Thanh Phúc,võphúc740@outlook.com,user123,user,621,bronze,Nam,29,170,57.2,19.8,Trung Quốc,Sinh viên,2026-03-10T20:41:06
741,Ngô Quốc Hiếu,ngohieu741@gmail.com,user123,user,719,bronze,Nam,43,182,82.9,25.0,Việt Nam,Y tá,2026-05-24T20:41:06
742,Lý Công Cường,lycuong742@hotmail.com,user123,user,553,bronze,Nam,30,174,75.0,24.8,Việt Nam,Marketing,2025-05-28T20:41:06
743,Đỗ Thu Lan,dỗlan743@outlook.com,user123,user,2498,gold,Nữ,24,154,50.6,21.3,Nhật Bản,Sinh viên,2025-07-29T20:41:06
744,Hồ Thu Tâm,hotam744@gmail.com,user123,user,29722,master,Nữ,22,155,42.4,17.6,Đức,Bác sĩ,2025-11-19T20:41:06
745,Ngô Ngọc Ngân,ngongan745@yahoo.com,user123,user,13078,diamond,Nữ,39,156,46.0,18.9,Mỹ,Y tá,2025-10-28T20:41:06
746,Nguyễn Mỹ Tuyết,nguyễntuyet746@gmail.com,user123,user,2145,gold,Nữ,33,161,54.9,21.2,Hàn Quốc,Kỹ sư phần mềm,2025-07-31T20:41:06
747,Phan Hữu Hùng,phanhùng747@yahoo.com,user123,user,540,bronze,Nam,26,170,64.4,22.3,Pháp,Kiến trúc sư,2025-09-11T20:41:06
748,Hoàng Thị Trinh,hoangtrinh748@gmail.com,user123,user,5286,platinum,Nữ,27,152,52.4,22.7,Úc,Kỹ sư phần mềm,2025-11-28T20:41:06
749,Dương Quốc Phong,duongphong749@gmail.com,user123,user,629,bronze,Nam,44,163,65.6,24.7,Hàn Quốc,Thiết kế đồ họa,2025-11-21T20:41:06
750,Vũ Hữu Liêm,vũliem750@outlook.com,user123,user,2923,gold,Nam,43,171,60.1,20.6,Việt Nam,Nhân viên văn phòng,2025-09-05T20:41:06
751,Huỳnh Hữu Tuấn,huynhtuan751@gmail.com,user123,user,887,bronze,Nam,26,177,65.5,20.9,Trung Quốc,Marketing,2026-05-14T20:41:06
752,Đặng Bích Dung,dangdung752@gmail.com,user123,user,691,bronze,Nữ,31,159,57.2,22.6,Úc,Kiến trúc sư,2026-03-29T20:41:06
753,Lý Thanh Việt,lyviet753@hotmail.com,user123,user,4555,platinum,Nam,32,162,52.3,19.9,Việt Nam,Marketing,2025-07-14T20:41:06
754,Đặng Minh Dũng,dangdũng754@outlook.com,user123,user,26576,master,Nam,34,179,70.0,21.8,Úc,Y tá,2025-09-07T20:41:06
755,Đặng Đức Nhân,dangnhan755@outlook.com,user123,user,1351,bronze,Nam,36,168,62.5,22.1,Hàn Quốc,Y tá,2025-07-19T20:41:06
756,Trần Thị Phương,tranphuong756@hotmail.com,user123,user,495,iron,Nữ,38,164,62.3,23.2,Đức,Luật sư,2025-12-11T20:41:06
757,Lê Phương Hà,leha757@hotmail.com,user123,user,3229,gold,Nữ,25,154,51.1,21.5,Hàn Quốc,Quản lý dự án,2025-10-19T20:41:06
758,Bùi Mỹ Linh,bùilinh758@hotmail.com,user123,user,4219,platinum,Nữ,30,168,63.4,22.5,Việt Nam,Thiết kế đồ họa,2025-09-12T20:41:06
759,Trần Kim My,tranmy759@yahoo.com,user123,user,189,iron,Nữ,36,165,56.7,20.8,Việt Nam,Giáo viên,2025-11-11T20:41:06
760,Trần Hữu Dũng,trandũng760@hotmail.com,user123,user,358,iron,Nam,28,181,69.3,21.2,Trung Quốc,Nhân viên văn phòng,2026-04-09T20:41:06
761,Đặng Hoàng Liêm,dangliem761@gmail.com,user123,user,9479,diamond,Nam,35,175,64.8,21.2,Đức,Doanh nhân,2026-02-13T20:41:06
762,Bùi Thanh Việt,bùiviet762@hotmail.com,user123,user,622,bronze,Nam,35,180,71.1,21.9,Canada,Sinh viên,2025-08-24T20:41:06
763,Phan Thị Hoa,phanhoa763@hotmail.com,user123,user,2883,gold,Nữ,36,157,53.1,21.5,Thái Lan,Sinh viên,2025-11-11T20:41:06
764,Lý Kim Tâm,lytam764@hotmail.com,user123,user,12994,diamond,Nữ,37,168,59.5,21.1,Pháp,Nhân viên văn phòng,2025-08-02T20:41:06
765,Võ Bích Phương,võphuong765@outlook.com,user123,user,215,iron,Nữ,42,167,55.5,19.9,Việt Nam,Nhà báo,2025-07-10T20:41:06
766,Trần Thanh Khải,trankhai766@gmail.com,user123,user,1499,bronze,Nam,32,176,69.4,22.4,Thái Lan,Quản lý dự án,2026-01-17T20:41:06
767,Lê Bích Yến,leyen767@hotmail.com,user123,user,12757,diamond,Nữ,18,161,55.3,21.3,Mỹ,Sinh viên,2025-12-15T20:41:06
768,Hoàng Bích Thu,hoangthu768@gmail.com,user123,user,946,bronze,Nữ,23,166,61.0,22.1,Việt Nam,Bác sĩ,2026-01-24T20:41:06
769,Trần Ngọc Chi,tranchi769@hotmail.com,user123,user,2670,gold,Nữ,22,158,46.3,18.5,Pháp,Sinh viên,2025-11-19T20:41:06
770,Lý Thị Ngân,lyngan770@hotmail.com,user123,user,392,iron,Nữ,26,157,51.4,20.9,Việt Nam,Y tá,2026-02-06T20:41:06
771,Lý Công Hùng,lyhùng771@hotmail.com,user123,user,920,bronze,Nam,27,166,60.9,22.1,Pháp,Kiến trúc sư,2025-10-29T20:41:06
772,Trần Phương Linh,tranlinh772@yahoo.com,user123,user,18362,master,Nữ,39,163,58.4,22.0,Việt Nam,Doanh nhân,2026-01-28T20:41:06
773,Bùi Thu Tuyết,bùituyet773@outlook.com,user123,user,4611,platinum,Nữ,27,159,50.8,20.1,Trung Quốc,Doanh nhân,2026-01-22T20:41:06
774,Lê Thanh Ngân,lengan774@yahoo.com,user123,user,502,bronze,Nữ,40,155,52.5,21.9,Hàn Quốc,Freelancer,2026-05-10T20:41:06
775,Lý Công Hải,lyhai775@yahoo.com,user123,user,5714,platinum,Nam,29,173,57.4,19.2,Trung Quốc,Luật sư,2025-08-29T20:41:06
776,Hồ Thanh Yến,hoyen776@outlook.com,user123,user,6077,platinum,Nữ,22,169,52.8,18.5,Việt Nam,Nhà báo,2025-07-09T20:41:06
777,Phạm Thanh Tâm,phamtam777@yahoo.com,user123,user,14024,diamond,Nữ,23,169,52.8,18.5,Việt Nam,Quản lý dự án,2025-10-18T20:41:06
778,Dương Phương Trang,duongtrang778@outlook.com,user123,user,6150,platinum,Nữ,37,159,47.0,18.6,Thái Lan,Kế toán,2026-04-03T20:41:06
779,Võ Minh Lâm,võlam779@hotmail.com,user123,user,7734,platinum,Nam,24,162,64.0,24.4,Thái Lan,Lập trình viên,2025-09-21T20:41:06
780,Đỗ Đức Kiên,dỗkien780@gmail.com,user123,user,14302,diamond,Nam,32,171,69.4,23.7,Canada,Quản lý dự án,2026-02-27T20:41:06
781,Lê Quốc Hùng,lehùng781@hotmail.com,user123,user,812,bronze,Nam,30,168,58.1,20.6,Đức,Thiết kế đồ họa,2026-02-01T20:41:06
782,Lý Thanh Hà,lyha782@gmail.com,user123,user,285,iron,Nữ,27,156,56.3,23.1,Việt Nam,Doanh nhân,2025-06-16T20:41:06
783,Vũ Ngọc Linh,vũlinh783@outlook.com,user123,user,575,bronze,Nữ,36,156,50.0,20.5,Pháp,Nhân viên văn phòng,2026-01-18T20:41:06
784,Đặng Minh Thiện,dangthien784@yahoo.com,user123,user,3000,gold,Nam,35,174,61.0,20.1,Nhật Bản,Lập trình viên,2025-09-02T20:41:06
785,Vũ Minh Minh,vũminh785@hotmail.com,user123,user,1374,bronze,Nam,37,172,72.5,24.5,Đức,Nhân viên văn phòng,2025-10-08T20:41:06
786,Lê Mỹ Lan,lelan786@outlook.com,user123,user,2453,gold,Nữ,37,169,50.9,17.8,Singapore,Sinh viên,2025-09-16T20:41:06
787,Đặng Quốc Minh,dangminh787@outlook.com,user123,user,1438,bronze,Nam,23,170,68.2,23.6,Trung Quốc,Nhân viên văn phòng,2025-05-29T20:41:06
788,Đỗ Kim Hoa,dỗhoa788@yahoo.com,user123,user,1107,bronze,Nữ,34,157,51.8,21.0,Việt Nam,Luật sư,2025-09-28T20:41:06
789,Hồ Hoàng Vũ,hovũ789@yahoo.com,user123,user,22398,master,Nam,23,162,62.1,23.7,Nhật Bản,Sinh viên,2025-09-26T20:41:06
790,Hoàng Mỹ Ngân,hoangngan790@yahoo.com,user123,user,10399,diamond,Nữ,38,152,46.2,20.0,Việt Nam,Sinh viên,2026-04-26T20:41:06
791,Dương Thu Nhung,duongnhung791@hotmail.com,user123,user,1082,bronze,Nữ,34,155,41.7,17.4,Việt Nam,Kiến trúc sư,2025-10-28T20:41:06
792,Vũ Phương Vân,vũvan792@hotmail.com,user123,user,12701,diamond,Nữ,25,166,61.0,22.1,Úc,Marketing,2026-02-17T20:41:06
793,Nguyễn Bích Giang,nguyễngiang793@yahoo.com,user123,user,1063,bronze,Nữ,29,164,48.5,18.0,Việt Nam,Sinh viên,2025-06-11T20:41:06
794,Vũ Minh Long,vũlong794@gmail.com,user123,user,353,iron,Nam,39,164,60.6,22.5,Pháp,Lập trình viên,2025-10-06T20:41:06
795,Lê Công Trung,letrung795@outlook.com,user123,user,95,iron,Nam,24,176,74.5,24.1,Trung Quốc,Kế toán,2026-04-04T20:41:06
796,Bùi Thanh Minh,bùiminh796@yahoo.com,user123,user,13557,diamond,Nam,34,182,74.6,22.5,Thái Lan,Nhà báo,2025-12-11T20:41:06
797,Phạm Quốc Việt,phamviet797@hotmail.com,user123,user,1865,gold,Nam,24,178,66.3,20.9,Pháp,Doanh nhân,2026-05-02T20:41:06
798,Lý Quốc Phong,lyphong798@outlook.com,user123,user,651,bronze,Nam,19,172,57.9,19.6,Nhật Bản,Kế toán,2026-02-14T20:41:06
799,Lê Thanh Trinh,letrinh799@outlook.com,user123,user,2347,gold,Nữ,32,163,57.4,21.6,Việt Nam,Marketing,2025-09-04T20:41:06
800,Dương Minh Đức,duongduc800@yahoo.com,user123,user,1443,bronze,Nam,32,174,63.5,21.0,Hàn Quốc,Bác sĩ,2025-10-24T20:41:06
801,Đặng Kim Giang,danggiang801@gmail.com,user123,user,2529,gold,Nữ,42,156,48.5,19.9,Thái Lan,Giáo viên,2025-09-15T20:41:06
802,Đỗ Văn Nghĩa,dỗnghĩa802@outlook.com,user123,user,6572,platinum,Nam,39,162,60.1,22.9,Trung Quốc,Kiến trúc sư,2026-01-18T20:41:06
803,Lý Quốc Nghĩa,lynghĩa803@gmail.com,user123,user,2209,gold,Nam,31,169,54.7,19.2,Việt Nam,Doanh nhân,2025-09-09T20:41:06
804,Hồ Phương Linh,holinh804@hotmail.com,user123,user,2719,gold,Nữ,34,163,47.3,17.8,Nhật Bản,Marketing,2025-08-03T20:41:06
805,Dương Thị Chi,duongchi805@gmail.com,user123,user,18642,master,Nữ,30,168,53.0,18.8,Hàn Quốc,Thiết kế đồ họa,2025-06-07T20:41:06
806,Lê Phương Ngân,lengan806@outlook.com,user123,user,5773,platinum,Nữ,23,153,50.8,21.7,Singapore,Kỹ sư phần mềm,2026-03-06T20:41:06
807,Hoàng Minh Thắng,hoangthang807@outlook.com,user123,user,1314,bronze,Nam,36,178,64.5,20.4,Hàn Quốc,Sinh viên,2025-08-13T20:41:06
808,Võ Minh Quang,võquang808@gmail.com,user123,user,560,bronze,Nam,28,182,64.8,19.6,Mỹ,Y tá,2026-04-01T20:41:06
809,Lý Thanh Đức,lyduc809@yahoo.com,user123,user,3217,gold,Nam,42,180,61.4,19.0,Việt Nam,Bác sĩ,2025-07-23T20:41:06
810,Đỗ Minh Lâm,dỗlam810@outlook.com,user123,user,451,iron,Nam,40,182,69.7,21.0,Trung Quốc,Marketing,2025-06-28T20:41:06
811,Võ Thanh Nga,võnga811@gmail.com,user123,user,861,bronze,Nữ,36,160,59.7,23.3,Thái Lan,Doanh nhân,2026-02-28T20:41:06
812,Phan Minh Đức,phanduc812@hotmail.com,user123,user,351,iron,Nam,21,181,77.0,23.5,Đức,Nhân viên văn phòng,2025-11-04T20:41:06
813,Dương Ngọc Uyên,duonguyen813@hotmail.com,user123,user,3002,gold,Nữ,32,152,48.6,21.0,Pháp,Kỹ sư phần mềm,2026-05-18T20:41:06
814,Phan Ngọc Hằng,phanhang814@gmail.com,user123,user,6117,platinum,Nữ,44,168,59.0,20.9,Singapore,Kỹ sư phần mềm,2025-12-11T20:41:06
815,Võ Hoàng Giang,võgiang815@outlook.com,user123,user,1387,bronze,Nam,25,166,60.3,21.9,Úc,Kế toán,2026-04-15T20:41:06
816,Phạm Kim Chi,phamchi816@outlook.com,user123,user,1912,gold,Nữ,25,168,53.9,19.1,Nhật Bản,Kế toán,2025-05-29T20:41:06
817,Bùi Công Xuân,bùixuan817@hotmail.com,user123,user,1795,gold,Nam,18,168,56.6,20.1,Hàn Quốc,Giáo viên,2025-11-28T20:41:06
818,Đỗ Minh Thắng,dỗthang818@hotmail.com,user123,user,18790,master,Nam,41,164,68.1,25.3,Việt Nam,Kế toán,2025-07-20T20:41:06
819,Nguyễn Thị Trinh,nguyễntrinh819@yahoo.com,user123,user,3287,gold,Nữ,30,157,47.4,19.2,Singapore,Marketing,2026-02-10T20:41:06
820,Hồ Quốc Việt,hoviet820@hotmail.com,user123,user,10575,diamond,Nam,28,166,67.0,24.3,Đức,Freelancer,2025-05-28T20:41:06
821,Bùi Kim Hiền,bùihien821@gmail.com,user123,user,2042,gold,Nữ,34,168,62.7,22.2,Việt Nam,Kiến trúc sư,2026-03-16T20:41:06
822,Vũ Phương Nga,vũnga822@hotmail.com,user123,user,652,bronze,Nữ,21,169,61.9,21.7,Việt Nam,Giáo viên,2025-09-25T20:41:06
823,Võ Thu Linh,võlinh823@hotmail.com,user123,user,1909,gold,Nữ,36,155,48.0,20.0,Việt Nam,Sinh viên,2025-08-12T20:41:06
824,Lê Phương Thảo,lethao824@yahoo.com,user123,user,198,iron,Nữ,22,154,48.8,20.6,Canada,Kế toán,2025-07-18T20:41:06
825,Hồ Quốc Vũ,hovũ825@yahoo.com,user123,user,10270,diamond,Nam,41,181,62.4,19.0,Việt Nam,Y tá,2025-12-05T20:41:06
826,Phạm Hữu Khải,phamkhai826@yahoo.com,user123,user,1034,bronze,Nam,36,177,67.5,21.5,Việt Nam,Luật sư,2026-05-11T20:41:06
827,Nguyễn Thị Anh,nguyễnanh827@outlook.com,user123,user,650,bronze,Nữ,41,163,53.5,20.1,Nhật Bản,Quản lý dự án,2025-11-06T20:41:06
828,Hoàng Thanh Giang,hoanggiang828@yahoo.com,user123,user,111,iron,Nam,31,181,66.1,20.2,Singapore,Nhân viên văn phòng,2026-03-09T20:41:06
829,Nguyễn Minh Nhân,nguyễnnhan829@hotmail.com,user123,user,3298,gold,Nam,45,181,81.0,24.7,Đức,Kiến trúc sư,2026-04-04T20:41:06
830,Hồ Hoàng Phúc,hophúc830@gmail.com,user123,user,470,iron,Nam,33,166,66.6,24.2,Việt Nam,Kỹ sư phần mềm,2026-01-16T20:41:06
831,Lý Phương Giang,lygiang831@gmail.com,user123,user,57,iron,Nữ,39,155,43.8,18.2,Việt Nam,Sinh viên,2025-07-08T20:41:06
832,Đỗ Đức Dũng,dỗdũng832@gmail.com,user123,user,26,iron,Nam,37,181,80.3,24.5,Thái Lan,Freelancer,2025-05-30T20:41:06
833,Phan Hữu Nhân,phannhan833@gmail.com,user123,user,212,iron,Nam,27,171,66.1,22.6,Trung Quốc,Nhà báo,2026-01-12T20:41:06
834,Trần Đức Tùng,trantùng834@gmail.com,user123,user,203,iron,Nam,25,180,72.3,22.3,Việt Nam,Giáo viên,2026-05-14T20:41:06
835,Phạm Kim Nhung,phamnhung835@yahoo.com,user123,user,11988,diamond,Nữ,36,161,46.7,18.0,Nhật Bản,Luật sư,2026-03-15T20:41:06
836,Bùi Mỹ Trinh,bùitrinh836@yahoo.com,user123,user,472,iron,Nữ,45,153,50.1,21.4,Nhật Bản,Sinh viên,2026-05-12T20:41:06
837,Vũ Ngọc Nhung,vũnhung837@gmail.com,user123,user,2608,gold,Nữ,32,155,54.5,22.7,Việt Nam,Kiến trúc sư,2025-05-27T20:41:06
838,Hồ Thu Tuyết,hotuyet838@hotmail.com,user123,user,12684,diamond,Nữ,21,159,52.4,20.7,Canada,Lập trình viên,2025-05-27T20:41:06
839,Hoàng Văn Xuân,hoangxuan839@hotmail.com,user123,user,1118,bronze,Nam,32,171,54.6,18.7,Đức,Kế toán,2025-07-27T20:41:06
840,Đặng Hữu Nam,dangnam840@outlook.com,user123,user,9309,diamond,Nam,40,173,65.7,22.0,Trung Quốc,Nhà báo,2026-03-15T20:41:06
841,Hồ Thu Thủy,hothủy841@hotmail.com,user123,user,2292,gold,Nữ,33,160,59.7,23.3,Việt Nam,Nhà báo,2025-07-06T20:41:06
842,Hồ Thanh Khải,hokhai842@yahoo.com,user123,user,113,iron,Nam,28,180,64.6,19.9,Thái Lan,Marketing,2026-03-29T20:41:06
843,Phạm Văn Thiện,phamthien843@yahoo.com,user123,user,3599,gold,Nam,31,172,65.1,22.0,Đức,Sinh viên,2025-10-16T20:41:06
844,Võ Văn Anh,võanh844@yahoo.com,user123,user,14321,diamond,Nam,26,164,56.1,20.9,Canada,Luật sư,2026-04-14T20:41:06
845,Hoàng Văn Quân,hoangquan845@yahoo.com,user123,user,291,iron,Nam,41,174,59.1,19.5,Trung Quốc,Freelancer,2025-12-10T20:41:06
846,Hồ Phương Vân,hovan846@yahoo.com,user123,user,2799,gold,Nữ,43,158,43.9,17.6,Hàn Quốc,Nhân viên văn phòng,2025-10-16T20:41:06
847,Bùi Phương Hiền,bùihien847@hotmail.com,user123,user,1455,bronze,Nữ,24,153,48.8,20.8,Hàn Quốc,Giáo viên,2025-07-25T20:41:06
